id,name,type,humanReadableCardType,frameType,desc,archetype,cardmarket_price,tcgplayer_price,ebay_price,amazon_price,coolstuffinc_price
67048711,7,Spell Card,Continuous Spell,spell,"When there are 3 face-up ""7"" cards on your side of the field, draw 3 cards from your Deck. Then destroy all ""7"" cards. When this card is sent directly from the field to your Graveyard, increase your Life Points by 700 points.",,0.31,0.99,30.99,1.58,0.49
86198326,7 Completed,Spell Card,Equip Spell,spell,"Activate this card by choosing ATK or DEF; equip only to a Machine monster. It gains 700 ATK or DEF, depending on the choice.",,0.03,0.12,0.99,1.15,0.25
6850209,A Deal with Dark Ruler,Spell Card,Quick-Play Spell,spell,"(This card is always treated as an ""Archfiend"" card.)
If a Level 8 or higher monster under your control was sent to the Graveyard this turn: Special Summon 1 ""Berserk Dragon"" from your hand or Deck.",Archfiend,0.15,0.18,1.95,0.93,0.25
49140998,A Feather of the Phoenix,Spell Card,Normal Spell,spell,"Discard 1 card, then target 1 card in your GY; return that target to the top of your Deck.",,0.17,0.33,0.99,0.65,0.25
8949584,A Hero Lives,Spell Card,Normal Spell,spell,"If you control no face-up monsters: Pay half your LP; Special Summon 1 Level 4 or lower ""Elemental HERO"" monster from your Deck.",Elemental HERO,0.08,0.09,1.28,20.0,0.25
295517,A Legendary Ocean,Spell Card,Field Spell,spell,"(This card's name is always treated as ""Umi"".)
All WATER monsters on the field gain 200 ATK/DEF. Reduce the Level of all WATER monsters in both players' hands and on the field by 1.",Umi,0.05,0.16,0.99,1.33,0.25
23587624,A Wild Monster Appears!,Spell Card,Normal Spell,spell,"If your opponent controls a monster and you control no monsters: Special Summon from your hand, 1 monster with an original Level of 10 or lower that cannot be Normal Summoned/Set, ignoring its Summoning conditions. It is unaffected by the effects of your cards, except for its own effects and this card's, also shuffle it into the Deck during your opponent's next End Phase. For the rest of this turn, you cannot Normal Summon/Set or Special Summon monsters, and your opponent takes no damage.",,0.02,0.05,0.99,0.45,0.39
28596933,A Wingbeat of Giant Dragon,Spell Card,Normal Spell,spell,"Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.",,0.13,0.08,0.99,0.5,0.25
79015062,A.I. Connect,Spell Card,Normal Spell,spell,"Reveal 1 Cyberse monster in your hand; apply this effect based on its Attribute, also you cannot Special Summon for the rest of this turn after this card resolves, except Cyberse monsters.
● DARK: Special Summon the revealed monster, and if you do, add 1 Level 4 or lower non-DARK Cyberse monster from your Deck to your hand.
● Other: Shuffle the revealed monster into the Deck, and if you do, add 1 ""@Ignister"" monster with a different Attribute from your Deck to your hand.
You can only activate 1 ""A.I. Connect"" per turn.",A.I.,0.18,0.1,0.0,0.0,0.0
10493654,A.I. Contact,Spell Card,Normal Spell,spell,"If ""Ignister A.I.Land"" is in your Field Zone: Reveal 1 ""Ignister A.I.Land"" in your hand; place it on the bottom of the Deck, and if you do, draw 3 cards. You can only activate 1 ""A.I. Contact"" per turn.",@Ignister,0.1,0.13,0.99,0.25,0.25
59332125,A.I. Love Fusion,Spell Card,Normal Spell,spell,"Fusion Summon 1 Cyberse Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. If you use your ""@Ignister"" monster as Fusion Material, you can also use 1 Link Monster your opponent controls as material. You can only activate 1 ""A.I. Love Fusion"" per turn.",@Ignister,0.05,0.12,0.99,0.25,0.49
6552971,A.I. Meet You,Spell Card,Normal Spell,spell,"Reveal 1 Cyberse monster with 2300 ATK in your hand or Extra Deck, and add 1 ""@Ignister"" monster with the same Attribute from your Deck to your hand. During the End Phase of this turn, take 2300 damage if you did not Special Summon the revealed monster, or a monster with the same name, after you resolved this effect. You cannot activate monster effects for the rest of this turn after this card resolves, except Cyberse monsters. You can only activate 1 ""A.I. Meet You"" per turn.",A.I.,0.09,0.24,0.99,1.0,0.25
85327820,A.I.'s Ritual,Spell Card,Ritual Spell,spell,"This card can be used to Ritual Summon any Cyberse Ritual Monster. You must also Tribute ""@Ignister"" monsters from your hand or field whose total Levels equal or exceed the Level of the Ritual Monster you Ritual Summon. If you control an ""@Ignister"" monster when this effect is activated, you can also use ""@Ignister"" monster(s) in your GY, by banishing them.",@Ignister,0.02,0.06,0.99,0.25,0.25
22933016,A.I.dle Reborn,Spell Card,Quick-Play Spell,spell,"Target 1 ""@Ignister"" monster in your GY; Special Summon it, also you cannot Special Summon monsters for the rest of this turn after this card resolves, except Cyberse monsters. When an attack is declared involving 2 monsters: You can banish this card from your GY and 1 card from your hand, then target 1 of your ""A.I."" Spells/Traps that is banished or in your GY, except ""A.I.dle Reborn""; add that card to your hand. You can only use each effect of ""A.I.dle Reborn"" once per turn.",@Ignister,0.07,0.17,0.99,0.25,0.25
27412542,Abomination's Prison,Spell Card,Normal Spell,spell,"Add 1 ""Unchained"" card from your Deck to your hand. If this Set card is destroyed by card effect: You can Special Summon 1 ""Unchained"" monster from your Deck. You can only use each effect of ""Abomination's Prison"" once per turn.",Unchained,0.15,0.08,4.95,7.99,2.99
51779204,Absolute Powerforce,Spell Card,Quick-Play Spell,spell,"Target 1 ""Red Dragon Archfiend"" you control; if it battles an opponent's monster this turn while you control it, apply these effects until the end of the Damage Step.
● It gains 1000 ATK.
● Your opponent cannot activate cards or effects.
● If it attacks a Defense Position monster, inflict piercing battle damage to your opponent.
● Any battle damage your opponent takes from that battle is doubled.",Signature move,0.15,0.18,0.0,0.0,0.25
71422989,Absorb Fusion,Spell Card,Normal Spell,spell,"Add 1 ""Gem-Knight"" card from your Deck to your hand, then you can apply this effect.
● Fusion Summon 1 ""Gem-Knight"" Fusion Monster from your Extra Deck, by banishing Fusion Materials listed on it from your hand or your side of the field.
You can only activate 1 ""Absorb Fusion"" per turn. You cannot Special Summon monsters the turn you activate this card, except ""Gem-Knight"" monsters.",Gem-,6.53,0.11,15.0,13.58,9.99
6004133,Abyss Actors' Dress Rehearsal,Spell Card,Normal Spell,spell,"At the start of your Main Phase 1: Add 1 ""Abyss Actor"" card and 1 ""Abyss Script"" Spell from your Deck to your hand. For the rest of this turn after this card resolves, you cannot Pendulum Summon monsters, except ""Abyss Actor"" monsters.",Abyss Actor,0.27,0.14,0.0,0.0,0.49
77297908,Abyss Playhouse - Fantastic Theater,Spell Card,Field Spell,spell,"You can reveal 1 ""Abyss Actor"" Pendulum Monster and 1 ""Abyss Script"" Spell in your hand; add 1 ""Abyss Script"" Spell from your Deck to your hand, with a different name than that revealed Spell. While you control a Pendulum Summoned ""Abyss Actor"" Pendulum Monster, any monster effect activated by your opponent becomes ""Destroy 1 Set Spell/Trap your opponent controls"". You can only use each effect of ""Abyss Playhouse - Fantastic Theater"" once per turn.",Abyss Actor,0.07,0.16,0.99,0.99,0.25
86578200,Abyss Prop - Wild Wagon,Spell Card,Continuous Spell,spell,"The first time each ""Abyss Actor"" monster you control would be destroyed by battle each turn, it is not destroyed. Once per turn: You can target 1 ""Abyss Actor"" monster you control; your opponent cannot target it with card effects until the end of their turn (even if this card leaves the field). If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can return all cards your opponent controls to the hand.",Abyss Actor,0.12,0.2,1.49,0.45,0.49
70564929,Abyss Script - Abysstainment,Spell Card,Continuous Spell,spell,"You can Tribute 1 ""Abyss Actor"" monster, then target 1 ""Abyss Script"" Spell in your GY; Set it to your field. You can use this effect of ""Abyss Script - Abysstainment"" up to twice per turn. If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can Special Summon any number of ""Abyss Actor"" Pendulum Monsters from your Deck.",Abyss Actor,0.24,0.22,2.79,0.65,0.79
33503878,Abyss Script - Dramatic Story,Spell Card,Normal Spell,spell,"Target 1 ""Abyss Actor"" Pendulum Monster you control; Special Summon 1 ""Abyss Actor"" monster from your Deck with a different name, then place the targeted monster in your Pendulum Zone or destroy it. If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can return up to 2 cards on the field to the hand. You can only activate 1 ""Abyss Script - Dramatic Story"" per turn.",Abyss Script,0.08,0.09,0.0,0.0,0.39
87390798,Abyss Script - Fantasy Magic,Spell Card,Normal Spell,spell,"Target 1 ""Abyss Actor"" monster you control; this turn, every monster that battles it, but is not destroyed, returns to the hand at the end of the Damage Step. If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can target 1 card your opponent controls; place it on top of the Deck.",Abyss Actor,0.22,0.18,1.5,0.65,0.25
50179591,Abyss Script - Fire Dragon's Lair,Spell Card,Normal Spell,spell,"Target 1 ""Abyss Actor"" monster you control; if it destroys your opponent's monster by battle this turn, your opponent banishes 3 monsters from their Extra Deck (their choice). If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can look at your opponent's Extra Deck, also banish 1 monster from their Extra Deck. You can only use this effect of ""Abyss Script - Fire Dragon's Lair"" once per turn.",Abyss Actor,0.24,0.18,1.49,0.78,0.49
23784496,Abyss Script - Opening Ceremony,Spell Card,Normal Spell,spell,"Gain 500 LP for each ""Abyss Actor"" monster you control. If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can draw until you have 5 cards in your hand. You can only use each effect of ""Abyss Script - Opening Ceremony"" once per turn.",Abyss Actor,0.05,0.13,0.99,0.25,0.25
13662809,Abyss Script - Rise of the Abyss King,Spell Card,Normal Spell,spell,"Target face-up cards on the field, up to the number of Attack Position ""Abyss Actor"" monsters with different names you control; destroy them. If you control a Level 7 or higher ""Abyss Actor"" monster, your opponent cannot activate cards or effects in response to this card's activation. If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can add up to 2 ""Abyss Actor"" cards and/or ""Abyss Script"" Spells with different names from your Deck to your hand.",Abyss Actor,0.04,0.18,0.99,0.99,0.39
41803903,Abyss Script - Romantic Terror,Spell Card,Quick-Play Spell,spell,"Return 1 ""Abyss Actor"" Pendulum Monster you control to the hand, and if you do, Special Summon from your Extra Deck in Defense Position, 1 face-up ""Abyss Actor"" Pendulum Monster with a different original name from that monster. If this Set card in its owner's control is destroyed by an opponent's card effect, and you have a face-up ""Abyss Actor"" Pendulum Monster in your Extra Deck: You can Set any number of ""Abyss Script"" Spells directly from your Deck. You can only activate 1 ""Abyss Script - Romantic Terror"" per turn.",Abyss Actor,0.02,0.1,0.99,0.25,0.49
19596712,Abyss-scale of Cetus,Spell Card,Equip Spell,spell,"Equip only to a ""Mermail"" monster. It gains 800 ATK. When a Trap effect that was activated on your opponent's side of the field resolves, negate that effect, then send this card to the Graveyard.",Mermail,0.12,0.19,0.99,0.2,0.49
8719957,Abyss-scale of the Kraken,Spell Card,Equip Spell,spell,"Equip only to a ""Mermail"" monster. It gains 400 ATK. When a monster effect that was activated on your opponent's side of the field resolves, negate that effect, then send this card to the Graveyard.",Mermail,0.2,0.29,0.99,0.2,0.25
72932673,Abyss-scale of the Mizuchi,Spell Card,Equip Spell,spell,"Equip only to a ""Mermail"" monster. It gains 800 ATK. When a Spell effect that was activated on your opponent's side of the field resolves, negate that effect, then send this card to the Graveyard.",Mermail,0.28,0.32,1.59,0.96,0.49
81878201,Abyss-sting Triaina,Spell Card,Equip Spell,spell,"Special Summon 1 ""Atlantean"" or ""Mermail"" monster from your hand or GY, and if you do, equip it with this card. If the equipped monster would be destroyed by battle or card effect, you can send this card to the GY instead. You can banish this card from your GY, then target up to 3 of your Fish, Sea Serpent, and/or Aqua monsters that are banished or in your GY; shuffle them into the Deck. You can only use this effect of ""Abyss-sting Triaina"" once per turn. You can only activate 1 ""Abyss-sting Triaina"" per turn.",Abyss-,0.21,0.05,0.0,0.0,0.0
89801755,Abyssal Designator,Spell Card,Normal Spell,spell,Pay 1000 Life Points. Declare a Type and an Attribute. Your opponent must send 1 monster with both the declared Type and Attribute from their hand or Deck to the Graveyard.,,0.12,0.3,0.99,0.5,0.25
34838437,Accellight,Spell Card,Normal Spell,spell,"If you control no monsters: Special Summon 1 Level 4 or lower ""Photon"" or ""Galaxy"" monster from your Deck. You can only activate 1 ""Accellight"" per turn. You cannot Normal Summon/Set during the turn you activate this card.",Photon,0.09,0.19,2.0,3.73,0.25
21323861,Acid Rain,Spell Card,Normal Spell,spell,Destroy all face-up Machine-Type monsters on the field.,,0.18,0.21,1.39,1.49,0.39
35956022,Acidic Downpour,Spell Card,Field Spell,spell,All EARTH monsters lose 500 ATK and gain 400 DEF.,,0.06,0.11,79.95,0.25,0.25
35498188,Action Magic - Double Banking,Spell Card,Quick-Play Spell,spell,"Discard 1 card; this turn, if a monster you currently control destroys an opponent's monster by battle, it can make a second attack in a row. During your Main Phase, if this card is in your GY, except the turn this card was sent to the GY: You can discard 1 Spell; Set this card.",,0.06,0.07,0.99,0.25,0.49
99004583,Action Magic - Full Turn,Spell Card,Quick-Play Spell,spell,"This turn, double any battle damage that a player takes from battles involving 2 monsters. During your Main Phase, if this card is in your GY, except the turn this card was sent to the GY: You can discard 1 Spell; Set this card.",,0.04,0.12,0.99,0.25,0.39
99927991,Adamancipator Friends,Spell Card,Normal Spell,spell,"Excavate the top cards of your Deck equal to the number of Rock monsters you control +5, and if you do, you can add to your hand 1 excavated Rock monster with a Level equal to or lower than the number of the excavated cards, also place the remaining cards on the bottom of your Deck in any order. For the rest of this turn after this card resolves, you cannot Special Summon monsters, except Rock monsters.",Adamancipator,0.13,0.16,0.99,2.26,0.49
46552140,Adamancipator Laputite,Spell Card,Field Spell,spell,"All Rock monsters you control gain 500 ATK/DEF. Once per turn, during your Main Phase: You can take up to 5 ""Adamancipator"" cards from your Deck and place them on top of your Deck in any order.",Adamancipator,0.06,0.11,1.94,4.82,0.25
72957245,Adamancipator Signs,Spell Card,Normal Spell,spell,"Target 1 Rock monster in your GY; Special Summon it in Defense Position, then, if you Special Summoned an ""Adamancipator"" monster by this effect, you can take 1 Level 4 or lower Rock monster from your Deck and place it on top of your Deck.",Adamancipator,0.31,0.14,0.99,1.49,0.49
23812568,Additional Mirror Level 7,Spell Card,Quick-Play Spell,spell,"If a Level 7 monster(s) is Special Summoned to your field: Send 2 ""Additional Mirror Level 7"" from your hand and/or Deck to the GY, then target 1 of those monsters; Special Summon 2 monsters with the same name as that target from your Deck, then take damage equal to their combined original ATK, also, for the rest of this turn after this card resolves, you can only Special Summon from the Extra Deck once.",,0.04,0.09,0.0,0.0,0.49
51630558,Advance Draw,Spell Card,Normal Spell,spell,Tribute 1 face-up Level 8 or higher monster you control; draw 2 cards.,,0.07,0.1,1.39,1.03,0.49
38589847,Advance Force,Spell Card,Continuous Spell,spell,You can Tribute 1 Level 5 or higher monster to Tribute Summon a Level 7 or higher monster.,,0.08,0.09,0.99,0.25,0.25
76224717,Advance Zone,Spell Card,Continuous Spell,spell,"Once per turn, during the End Phase of any turn in which you Tribute Summoned a monster(s): You can apply these effects, in sequence, based on the number of monsters you Tributed for Tribute Summons this turn.
● 1 or more: Destroy 1 Set card your opponent controls.
● 2 or more: Draw 1 card.
● 3 or more: Add 1 monster from your Graveyard to your hand.",,0.21,0.18,2.25,1.0,0.49
12644061,Advanced Dark,Spell Card,Field Spell,spell,"All ""Crystal Beast"" monsters on the field and in the GY become DARK. If an ""Ultimate Crystal"" monster attacks, negate the effects of the attack target during that Battle Phase. During damage calculation, if a ""Crystal Beast"" monster you control battles and you would take damage: You can send 1 ""Crystal Beast"" monster from your Deck to the GY; you take no battle damage from that battle.",Crystal Beast,0.04,0.04,1.5,0.25,0.25
61314842,Advanced Heraldry Art,Spell Card,Normal Spell,spell,"Target 2 ""Heraldic Beast"" monsters in your Graveyard; Special Summon both those targets. Immediately after this card resolves, Xyz Summon 1 Xyz Monster using those 2 monsters only.",Heraldic,3.58,0.1,1.24,0.86,0.49
46052429,Advanced Ritual Art,Spell Card,Ritual Spell,spell,This card is used to Ritual Summon any 1 Ritual Monster. You must also send Normal Monsters from your Deck to the GY whose total Levels equal the Level of that Ritual Monster.,,0.15,0.22,0.99,0.99,0.99
82263578,After the Storm,Spell Card,Normal Spell,spell,If there are no other cards on the field: Target 1 WATER or WIND monster in your Graveyard; add that target to your hand.,,0.12,0.1,15.0,0.2,0.49
25345186,After the Struggle,Spell Card,Normal Spell,spell,This card can only be activated during Main Phase 1. All monsters on both sides of the field that have been involved in damage calculation are destroyed during the End Step of the turn.,,0.29,0.15,0.99,0.25,0.25
43575579,Afterglow,Spell Card,Normal Spell,spell,"Banish this card, and as many ""Afterglow"" from your hand, Deck, GY, and face-up field as possible, then shuffle 1 of your banished ""Afterglow"" into the Deck. During your next Draw Phase, reveal the card you draw for your normal draw, and inflict 4000 damage to your opponent if it is ""Afterglow"". You can only activate 1 ""Afterglow"" per Duel.",,0.04,0.13,1.99,0.96,0.49
64952266,Against the Wind,Spell Card,Normal Spell,spell,"Select 1 ""Blackwing"" monster in your Graveyard. Take damage equal to the ATK of the selected monster, and add it to your hand.",Blackwing,0.02,0.25,1.51,1.35,0.39
27822206,Ages of Stars and Frost,Spell Card,Quick-Play Spell,spell,"If a monster(s) you control was destroyed by your Spell effect or your opponent's card effect and sent to the GY this turn: You can conduct your next Battle Phase twice. If a monster you control is shuffled into the Deck or returned to the Extra Deck face-down, while this card is in your GY: You can add this card to your hand. You can only use this effect of ""Ages of Stars and Frost"" once per turn.",,0.07,0.05,0.0,0.0,0.0
98864751,Air Cracking Storm,Spell Card,Equip Spell,spell,Equip only to a Machine monster. When that attacking monster destroys your opponent's monster by battle: You can activate this effect; it can make a second attack during this Battle Phase. Your other monsters cannot attack the turn you activate this effect.,,0.03,0.07,0.99,0.45,0.25
26372118,ALERT!,Spell Card,Quick-Play Spell,spell,"(This card is always treated as a ""Rescue-ACE"" card.)
Add 1 ""Rescue-ACE"" monster from your GY to your hand, or if you control ""Rescue-ACE Hydrant"", you can add 1 ""Rescue-ACE"" monster from your Deck to your hand instead. You can only activate 1 ""ALERT!"" per turn.",Rescue-ACE,0.16,0.18,1.95,0.25,7.99
68316358,Allure Dance,Spell Card,Continuous Spell,spell,"When this card is activated: You can add 1 ""Allure Queen"" monster or 1 ""Allure Palace"" from your Deck to your hand. Each ""Allure Queen"" monster you control gains ATK, equal to the ATK of the monsters equipped to it by its effect. You can send 1 other Spell/Trap you control to the GY; Special Summon as many ""Allure Queen"" monsters with different names as possible from your GY. You can only use this effect of ""Allure Dance"" once per turn. You can only activate 1 ""Allure Dance"" per turn.",,0.09,0.07,0.0,0.0,0.0
1475311,Allure of Darkness,Spell Card,Normal Spell,spell,"Draw 2 cards, then banish 1 DARK monster from your hand, or, if you do not have any in your hand, send your entire hand to the GY.",,0.14,0.08,2.49,2.98,0.39
31322640,Allure Palace,Spell Card,Field Spell,spell,"Spellcaster monsters you control gain 500 ATK/DEF. You can send 1 card from your hand to the GY; add to your hand or Special Summon to your opponent's field, 1 ""Allure Queen"" monster from your Deck. You can only use this effect of ""Allure Palace"" thrice per turn. ""Allure Queen"" Effect Monsters you control gain this effect.
● You can send this card equipped with a card(s) by its own effect to the GY; Special Summon 1 Spellcaster monster with 1500 or less ATK from your hand or Deck.",,0.21,0.15,0.0,0.0,0.0
92881099,Alluring Mirror Split,Spell Card,Continuous Spell,spell,"When a ""Harpie Lady"" or ""Harpie Lady Sisters"" you control is destroyed by battle: You can Special Summon 1 ""Harpie"" monster from your Deck with a different original name than the destroyed monster. If this card you control is destroyed by a ""Harpie"" card's effect or your opponent's card effect: Target 1 ""Harpie"" monster in your GY; Special Summon it. You can only use each effect of ""Alluring Mirror Split"" once per turn.",Harpie,0.29,0.6,5.98,19.99,0.39
33773528,Amazement Precious Park,Spell Card,Field Spell,spell,"During your Main Phase, you can activate 1 ""Attraction"" Trap the turn it was Set. During the End Phase: You can send 1 ""Attraction"" Trap you control equipped to a monster to the GY, then target 1 of your ""Attraction"" Traps, with a different name, that is banished or in your GY; Set that card. You can only use each effect of ""Amazement Precious Park"" once per turn.",Amazement,0.19,0.18,0.99,1.05,0.49
6374519,Amazement Special Show,Spell Card,Quick-Play Spell,spell,"When your opponent activates a card or effect that targets an ""Amazement"" monster(s) you control: Target 1 of those ""Amazement"" monsters you control; return it to the hand, then, you can Special Summon 1 ""Amazement"" monster from your hand.",Amazement,0.13,0.06,0.99,8.27,0.49
37803970,Amazing Pendulum,Spell Card,Normal Spell,spell,"If you have no cards in your Pendulum Zones: Add 2 face-up ""Magician"" Pendulum Monsters with different names from your Extra Deck to your hand. You can only activate 1 ""Amazing Pendulum"" per turn.",Magician,0.03,0.13,0.99,0.25,0.49
70389815,Amazing Time Ticket,Spell Card,Quick-Play Spell,spell,"Pay 800 LP; apply this effect, depending whose turn it is.
● Your turn: Add 1 ""Amazement"" card from your Deck to your hand.
● Your opponent's turn: Set 1 ""Attraction"" Trap directly from your Deck. It can be activated this turn.
You can only activate 1 ""Amazing Time Ticket"" per turn.",Amazement,0.8,1.01,1.99,2.29,1.99
57312333,Amazoness Call,Spell Card,Quick-Play Spell,spell,"Take 1 ""Amazoness"" card from your Deck, except ""Amazoness Call"", and either add it to your hand or send it to the GY. During your Main Phase: You can banish this card from your GY, then target 1 ""Amazoness"" monster you control; this turn, that monster can attack all monsters your opponent controls, once each, also other monsters you control cannot attack. You can only activate 1 ""Amazoness Call"" per turn.",Amazoness,0.14,0.21,5.95,1.9,0.99
36100154,Amazoness Fighting Spirit,Spell Card,Continuous Spell,spell,"If an ""Amazoness"" monster attacks a monster with higher ATK, the attacking monster gains 1000 ATK during damage calculation only.",Amazoness,0.11,0.17,1.75,1.18,0.99
79965360,Amazoness Heirloom,Spell Card,Equip Spell,spell,"Equip only to an ""Amazoness"" monster. Once per turn, that monster cannot be destroyed by battle. After damage calculation, if the equipped monster attacks a monster: Destroy the attacked monster.",Amazoness,0.12,0.26,3.49,4.99,0.99
86758746,Amazoness Secret Arts,Spell Card,Quick-Play Spell,spell,"Fusion Summon 1 ""Amazoness"" Fusion Monster from your Extra Deck, using monsters from your hand or field as Fusion Material. During your Main Phase: You can banish this card from your GY; once, if you Fusion Summon an ""Amazoness"" Fusion Monster this turn, you can also send 1 ""Amazoness"" monster from your Extra Deck to the GY as material. You can only use 1 ""Amazoness Secret Arts"" effect per turn, and only once that turn.",Amazoness,0.06,0.08,0.99,0.49,0.39
81325903,Amazoness Spellcaster,Spell Card,Normal Spell,spell,"Target 1 ""Amazoness"" monster you control and 1 face-up monster your opponent controls; switch the original ATK of those targets until the end of this turn.",Amazoness,0.02,0.19,1.95,1.38,0.79
712559,Amazoness Village,Spell Card,Field Spell,spell,"All ""Amazoness"" monsters gain 200 ATK. Once per turn, when an ""Amazoness"" monster is destroyed by battle or card effect and sent to the GY: You can Special Summon 1 ""Amazoness"" monster from your Deck with a Level less than or equal to that ""Amazoness"" monster in the GY.",Amazoness,0.16,0.26,3.49,0.96,0.39
50554729,Amorphage Infection,Spell Card,Continuous Spell,spell,"All ""Amorphage"" monsters on the field gain 100 ATK and DEF for each ""Amorphage"" card on the field. If a monster(s) in your hand or you control is Tributed, or destroyed by battle or card effect: You can add 1 ""Amorphage"" card from your Deck to your hand. You can only use this effect of ""Amorphage Infection"" once per turn.",Amorphage,0.07,0.17,0.99,0.75,0.49
23160024,Amorphous Persona,Spell Card,Field Spell,spell,"All ""Amorphage"" monsters on the field gain 300 ATK and DEF. Up to twice per turn, if an ""Amorphage"" monster(s) you control is Tributed, draw 1 card. You can banish this card from your Graveyard; Tribute Pendulum Monsters from your hand or field whose total Levels exactly equal 8, then Ritual Summon 1 ""Amorphactor Pain, the Imagination Dracoverlord"" from your hand.",Amorphage,0.11,0.16,1.75,0.59,0.49
